"DRI","1","2","3","4","5","6","7","8","9","10","20","100","0"
"mean He",0.49300744375,0.492876074609375,0.493580580664063,0.493564377734375,0.493696340625,0.493298092578125,0.493196993164063,0.493987438476563,0.493289174609375,0.493328038867188,0.492972622070313,0.492694613476563,0.492336409375
"upper He",0.493609376364621,0.493474331815824,0.494108346900227,0.494126470955519,0.494208220204496,0.493883312251061,0.493755241247542,0.494521123209073,0.493856593353633,0.493903943630047,0.493572125993024,0.493305495498433,0.492988373759392
"lower He",0.492405511135379,0.492277817402926,0.493052814427898,0.493002284513231,0.493184461045504,0.492712872905189,0.492638745080583,0.493453753744052,0.492721755865117,0.492752134104328,0.492373118147601,0.492083731454692,0.491684444990608
